#'chr'	'start'	'end'	'240618_05_FZ_bCT_H3K27me3_ALI_ep-_120_S15.filtered.bam'	'240618_06_FZ_bCT_H3K4me3_ALI_ep-_120_S16.filtered.bam'	'240618_09_FZ_bCT_H3K4me3_96w_ep-_120_S19.filtered.bam'	'240618_08_FZ_bCT_H3K27me3_96w_ep-_120_S18.filtered.bam'	'240618_10_FZ_bCT_H3K27me3_96w_epplus_6_S20.filtered.bam'	'240618_07_FZ_bCT_H3K27me3_ALI_epplus_6_S17.filtered.bam'	#'chr'	'start'	'end'	'15082024_KH_M-96-well_H3K27ac_S34.filtered.bam'	'07082024_KH_M-96-well_H3_S10.filtered.bam'	'29082024_KH_M-Epcam-96-well_H3K4me3_S47.filtered.bam'	'07082024_KH_M-96-well_H3K4me3_S8.filtered.bam'	'29082024_KH_M-No-Epcam-96-well_H3K4me3_S53.filtered.bam'	'21082024_KH_M-Epcam-96-well_H3K27me3_S45.filtered.bam'	'13082024_KH_M-ALI_H3K27ac_S14.filtered.bam'	'15082024_KH_M-ALI_H3K27me3_S26.filtered.bam'	'29082024_KH_M-No-Epcam-96-well_H3K9me3_S56.filtered.bam'	'29082024_KH_M-No-Epcam-ALI_H3K4me3_S48.filtered.bam'	'15082024_KH_M-ALI_H3_S30.filtered.bam'	'21082024_KH_M-Epcam-96-well_H3K4me3_S44.filtered.bam'	'13082024_KH_M-96-well_H3K4me3_S17.filtered.bam'	'07082024_KH_M-96-well_H3K9me3_S7.filtered.bam'	'07082024_KH_M-ALI_H3K9me3_S2.filtered.bam'	'15082024_KH_M-96-well_H3K9me3_S32.filtered.bam'	'29082024_KH_M-No-Epcam-ALI_H3K9me3_S51.filtered.bam'	'13082024_KH_M-96-well_H3K27ac_S18.filtered.bam'	'07082024_KH_M-ALI_H3K27me3_S1.filtered.bam'	'07082024_KH_M-ALI_H3K27ac_S4.filtered.bam'	'21082024_KH_M-Epcam-ALI_H3K4me3_S42.filtered.bam'	'13082024_KH_M-ALI_H3K27me3_S11.filtered.bam'	'07082024_KH_M-ALI_H3_S5.filtered.bam'	'21082024_KH_M-Epcam-ALI_H3K27me3_S43.filtered.bam'	'29082024_KH_M-No-Epcam-ALI_H3K27me3_S49.filtered.bam'	'13082024_KH_M-ALI_H3K9me3_S12.filtered.bam'	'29082024_KH_M-No-Epcam-96-well_H3_S57.filtered.bam'	'07082024_KH_M-96-well_H3K27ac_S9.filtered.bam'	'13082024_KH_M-ALI_H3K4me3_S13.filtered.bam'	'29082024_KH_M-Epcam-ALI_H3K4me3_S46.filtered.bam'	'29082024_KH_M-No-Epcam-ALI_H3K27ac_S50.filtered.bam'	'13082024_KH_M-96-well_H3K9me3_S16.filtered.bam'	'15082024_KH_M-ALI_H3K4me3_S28.filtered.bam'	'15082024_KH_M-ALI_H3K27ac_S29.filtered.bam'	'29082024_KH_M-No-Epcam-96-well_H3K27me3_S54.filtered.bam'	'07082024_KH_M-ALI_H3K4me3_S3.filtered.bam'	'29082024_KH_M-No-Epcam-ALI_H3_S52.filtered.bam'	'13082024_KH_M-96-well_H3K27me3_S15.filtered.bam'	'15082024_KH_M-96-well_H3K27me3_S31.filtered.bam'	'13082024_KH_M-96-well_H3_S19.filtered.bam'	'15082024_KH_M-96-well_H3_S35.filtered.bam'	'07082024_KH_M-96-well_H3K27me3_S6.filtered.bam'	'15082024_KH_M-96-well_H3K4me3_S33.filtered.bam'	'29082024_KH_M-No-Epcam-96-well_H3K27ac_S55.filtered.bam'	'15082024_KH_M-ALI_H3K9me3_S27.filtered.bam'	#'chr'	'start'	'end'	'15102024_KH_M-ALI_H3_S14.filtered.bam'	'15102024_KH_M-ALI_H3K27ac_S13.filtered.bam'	'15102024_KH_M-96-well_H3K4me3_S16.filtered.bam'	'15102024_KH_M-ALI_H3K4me3_S11.filtered.bam'	'15102024_KH_M-96-well_H3K9me3_S17.filtered.bam'	'15102024_KH_M-ALI_H3K9me3_S12.filtered.bam'	'15102024_KH_M-96-well_H3_S19.filtered.bam'	'15102024_KH_M-ALI_H3K27me3_S10.filtered.bam'	'15102024_KH_M-96-well_H3K27ac_S18.filtered.bam'	'15102024_KH_M-96-well_H3K27me3_S15.filtered.bam'
J02459.1_spikein	20000	21000	2891.0	8673.0	11967.0	11668.0	2993.0	13454.0	J02459.1_spikein	20000	21000	1390.0	718.0	9953.0	1491.0	14896.0	506.0	2512.0	1263.0	0.0	29267.0	790.0	4432.0	3905.0	1381.0	1062.0	2098.0	3042.0	617.0	2.0	2494.0	2727.0	721.0	1416.0	3465.0	3196.0	1432.0	3934.0	1434.0	641.0	9985.0	3826.0	2372.0	7457.0	1259.0	2998.0	2230.0	2617.0	2420.0	2162.0	1050.0	833.0	2152.0	6272.0	7108.0	1075.0	J02459.1_spikein	20000	21000	1533.0	1961.0	9318.0	8669.0	1886.0	1327.0	1912.0	2727.0	2769.0	2023.0
J02459.1_spikein	21000	22000	4545.0	14416.0	20484.0	18269.0	3254.0	18770.0	J02459.1_spikein	21000	22000	1929.0	904.0	13443.0	2394.0	25338.0	741.0	4387.0	1919.0	4.0	53637.0	1095.0	6195.0	6385.0	2141.0	1428.0	3273.0	4930.0	899.0	0.0	3968.0	3961.0	907.0	2195.0	6018.0	4419.0	2325.0	5601.0	2586.0	1024.0	13714.0	6340.0	4012.0	12372.0	1891.0	5016.0	3621.0	3919.0	4029.0	3755.0	1375.0	1156.0	3471.0	10279.0	11512.0	1411.0	J02459.1_spikein	21000	22000	2063.0	2897.0	15655.0	14098.0	2637.0	2228.0	2749.0	3988.0	4348.0	2951.0
J02459.1_spikein	22000	23000	1841.0	7034.0	9161.0	7588.0	733.0	5878.0	J02459.1_spikein	22000	23000	735.0	322.0	3836.0	1079.0	12126.0	284.0	2139.0	699.0	0.0	22180.0	398.0	2177.0	3214.0	675.0	510.0	1116.0	1822.0	308.0	2.0	1567.0	1591.0	349.0	845.0	2596.0	1607.0	947.0	2184.0	952.0	355.0	4102.0	2873.0	1731.0	5757.0	627.0	1969.0	1661.0	1475.0	1794.0	1433.0	529.0	456.0	1430.0	5149.0	4989.0	525.0	J02459.1_spikein	22000	23000	697.0	1127.0	7768.0	7159.0	1001.0	905.0	977.0	1662.0	1773.0	1273.0
J02459.1_spikein	23000	24000	673.0	3073.0	3462.0	2230.0	63.0	953.0	J02459.1_spikein	23000	24000	254.0	70.0	769.0	393.0	6146.0	78.0	919.0	173.0	0.0	8391.0	90.0	442.0	1522.0	130.0	111.0	352.0	677.0	76.0	0.0	481.0	438.0	97.0	237.0	1018.0	502.0	310.0	640.0	355.0	96.0	639.0	1289.0	658.0	2566.0	222.0	721.0	660.0	389.0	731.0	557.0	140.0	117.0	465.0	2375.0	1923.0	118.0	J02459.1_spikein	23000	24000	173.0	356.0	4038.0	3456.0	259.0	301.0	318.0	517.0	651.0	395.0
J02459.1_spikein	24000	25000	1800.0	6815.0	8047.0	7588.0	879.0	6231.0	J02459.1_spikein	24000	25000	727.0	344.0	4031.0	989.0	12251.0	275.0	1979.0	693.0	4.0	21791.0	371.0	2064.0	3031.0	742.0	534.0	1128.0	1904.0	331.0	0.0	1531.0	1508.0	378.0	854.0	2675.0	1716.0	863.0	2178.0	992.0	368.0	4297.0	2957.0	1686.0	5745.0	686.0	1945.0	1781.0	1610.0	1764.0	1465.0	593.0	398.0	1361.0	5170.0	4737.0	496.0	J02459.1_spikein	24000	25000	751.0	1291.0	7639.0	7681.0	902.0	1017.0	1042.0	1622.0	1808.0	1299.0
J02459.1_spikein	25000	26000	1140.0	5140.0	6261.0	4801.0	248.0	2883.0	J02459.1_spikein	25000	26000	579.0	216.0	2051.0	740.0	10085.0	221.0	1602.0	490.0	0.0	16708.0	233.0	1198.0	2430.0	437.0	332.0	702.0	1364.0	196.0	0.0	1113.0	1007.0	228.0	534.0	1962.0	1027.0	653.0	1393.0	675.0	198.0	2055.0	2168.0	1241.0	4729.0	468.0	1472.0	1263.0	1019.0	1391.0	1052.0	334.0	257.0	917.0	3887.0	3595.0	306.0	J02459.1_spikein	25000	26000	443.0	691.0	5641.0	5602.0	604.0	614.0	607.0	1063.0	1266.0	865.0
J02459.1_spikein	26000	27000	1099.0	4459.0	5442.0	3959.0	149.0	1921.0	J02459.1_spikein	26000	27000	425.0	163.0	1246.0	574.0	9440.0	170.0	1438.0	401.0	2.0	14177.0	168.0	907.0	2243.0	316.0	265.0	554.0	1254.0	183.0	0.0	891.0	776.0	170.0	447.0	1535.0	860.0	540.0	1121.0	604.0	165.0	1515.0	1840.0	1106.0	4198.0	405.0	1181.0	973.0	855.0	1209.0	909.0	310.0	209.0	769.0	3612.0	3066.0	267.0	J02459.1_spikein	26000	27000	315.0	615.0	5601.0	5246.0	503.0	527.0	542.0	961.0	1127.0	694.0
J02459.1_spikein	27000	28000	2557.0	9615.0	12564.0	10596.0	1152.0	8513.0	J02459.1_spikein	27000	28000	1105.0	479.0	6048.0	1558.0	17571.0	413.0	2927.0	1072.0	0.0	33066.0	532.0	3018.0	4702.0	1020.0	767.0	1660.0	2790.0	462.0	0.0	2175.0	2369.0	476.0	1212.0	3760.0	2491.0	1270.0	3235.0	1423.0	533.0	6039.0	4528.0	2437.0	8360.0	963.0	3095.0	2419.0	2095.0	2513.0	2178.0	783.0	555.0	1966.0	7049.0	7392.0	762.0	J02459.1_spikein	27000	28000	1035.0	1693.0	11718.0	10229.0	1271.0	1294.0	1601.0	2289.0	2452.0	1747.0
J02459.1_spikein	28000	29000	3094.0	10221.0	14756.0	12438.0	1306.0	9976.0	J02459.1_spikein	28000	29000	1295.0	595.0	7055.0	1638.0	18978.0	489.0	3360.0	1216.0	2.0	36289.0	670.0	3618.0	4815.0	1225.0	918.0	1876.0	3301.0	510.0	0.0	2456.0	2541.0	576.0	1415.0	4268.0	2873.0	1491.0	3721.0	1680.0	633.0	7032.0	4659.0	2732.0	9442.0	1100.0	3141.0	2640.0	2472.0	2897.0	2398.0	902.0	664.0	2160.0	7710.0	8048.0	889.0	J02459.1_spikein	28000	29000	1214.0	1903.0	11660.0	10771.0	1683.0	1505.0	1749.0	2523.0	2979.0	2028.0
J02459.1_spikein	29000	30000	3177.0	11075.0	14961.0	12086.0	1328.0	10181.0	J02459.1_spikein	29000	30000	1362.0	562.0	6893.0	1860.0	19943.0	501.0	3387.0	1252.0	0.0	38366.0	663.0	3815.0	5258.0	1206.0	924.0	1840.0	3381.0	543.0	0.0	2708.0	2831.0	600.0	1555.0	4467.0	2674.0	1559.0	3758.0	1639.0	581.0	7503.0	5032.0	2709.0	10076.0	1101.0	3466.0	2611.0	2487.0	2972.0	2624.0	891.0	663.0	2399.0	8379.0	8432.0	837.0	J02459.1_spikein	29000	30000	1210.0	2002.0	12976.0	11477.0	1705.0	1631.0	1775.0	2822.0	3027.0	2053.0
J02459.1_spikein	30000	31000	2780.0	9765.0	13434.0	11580.0	1712.0	10926.0	J02459.1_spikein	30000	31000	1312.0	540.0	6613.0	1421.0	16478.0	438.0	2849.0	1188.0	4.0	32417.0	661.0	3780.0	4201.0	1157.0	868.0	1810.0	2826.0	493.0	0.0	2413.0	2423.0	563.0	1406.0	3653.0	2593.0	1345.0	3440.0	1471.0	581.0	7704.0	4013.0	2353.0	8281.0	1094.0	2913.0	2215.0	2336.0	2716.0	2195.0	897.0	699.0	2193.0	7135.0	7176.0	872.0	J02459.1_spikein	30000	31000	1173.0	1830.0	10297.0	9271.0	1531.0	1361.0	1732.0	2467.0	2646.0	1857.0
J02459.1_spikein	31000	32000	3148.0	9651.0	14419.0	12068.0	1704.0	11179.0	J02459.1_spikein	31000	32000	1313.0	595.0	7635.0	1500.0	16130.0	426.0	2903.0	1136.0	6.0	33936.0	730.0	4074.0	4381.0	1257.0	888.0	1983.0	3244.0	545.0	0.0	2563.0	2488.0	638.0	1448.0	3880.0	3024.0	1518.0	3766.0	1564.0	682.0	8144.0	4082.0	2420.0	8178.0	1220.0	3131.0	2396.0	2343.0	2767.0	2267.0	902.0	712.0	2132.0	6979.0	7305.0	797.0	J02459.1_spikein	31000	32000	1165.0	1938.0	10835.0	9282.0	1694.0	1451.0	1852.0	2652.0	2900.0	2084.0
J02459.1_spikein	32000	33000	4064.0	12529.0	18346.0	16238.0	2809.0	17206.0	J02459.1_spikein	32000	33000	1635.0	968.0	11698.0	2062.0	21210.0	600.0	4019.0	1539.0	2.0	44747.0	977.0	5855.0	5559.0	1872.0	1359.0	2772.0	4063.0	773.0	0.0	3513.0	3712.0	895.0	1992.0	5135.0	4065.0	1943.0	4904.0	2083.0	954.0	12499.0	5388.0	3314.0	10832.0	1608.0	4035.0	3180.0	3187.0	3385.0	3126.0	1369.0	1123.0	2931.0	9146.0	9534.0	1301.0	J02459.1_spikein	32000	33000	1781.0	2614.0	13920.0	12628.0	2285.0	2052.0	2514.0	3532.0	3832.0	2702.0
J02459.1_spikein	33000	34000	2367.0	8841.0	11920.0	9553.0	891.0	7043.0	J02459.1_spikein	33000	34000	972.0	442.0	4815.0	1265.0	15827.0	381.0	2687.0	1024.0	0.0	30995.0	498.0	2794.0	4112.0	918.0	674.0	1335.0	2536.0	395.0	0.0	1862.0	2024.0	508.0	1000.0	3348.0	2124.0	1205.0	2821.0	1373.0	488.0	5035.0	3725.0	2210.0	7602.0	854.0	2535.0	2067.0	1969.0	2358.0	1867.0	726.0	560.0	1727.0	6622.0	6381.0	605.0	J02459.1_spikein	33000	34000	869.0	1469.0	10363.0	9103.0	1225.0	1179.0	1385.0	2050.0	2409.0	1646.0
J02459.1_spikein	34000	35000	3304.0	11747.0	16423.0	13288.0	1004.0	9258.0	J02459.1_spikein	34000	35000	1406.0	621.0	6177.0	1738.0	22152.0	484.0	3784.0	1261.0	0.0	42430.0	618.0	3725.0	5496.0	1184.0	856.0	1973.0	3539.0	545.0	0.0	2646.0	2856.0	671.0	1572.0	4488.0	2783.0	1561.0	3902.0	1786.0	609.0	6634.0	5406.0	3105.0	10895.0	1293.0	3521.0	3027.0	2576.0	3349.0	2600.0	939.0	721.0	2516.0	9552.0	9102.0	860.0	J02459.1_spikein	34000	35000	1153.0	1918.0	13529.0	12516.0	1773.0	1476.0	1655.0	2813.0	3113.0	2131.0
J02459.1_spikein	35000	36000	2542.0	9129.0	12811.0	10770.0	1209.0	8853.0	J02459.1_spikein	35000	36000	1098.0	524.0	6098.0	1484.0	17806.0	424.0	2857.0	1059.0	0.0	33071.0	582.0	3440.0	4534.0	1143.0	809.0	1800.0	2966.0	460.0	0.0	2312.0	2413.0	574.0	1297.0	3532.0	2557.0	1415.0	3228.0	1513.0	549.0	6511.0	4035.0	2334.0	8371.0	1037.0	2972.0	2343.0	2267.0	2545.0	2184.0	746.0	616.0	2061.0	7292.0	7704.0	784.0	J02459.1_spikein	35000	36000	1135.0	1716.0	11268.0	10117.0	1539.0	1288.0	1514.0	2396.0	2664.0	1796.0
J02459.1_spikein	36000	37000	2015.0	7273.0	9465.0	7964.0	701.0	5512.0	J02459.1_spikein	36000	37000	793.0	351.0	3871.0	1134.0	14237.0	306.0	2170.0	799.0	2.0	23671.0	402.0	2059.0	3631.0	755.0	569.0	1144.0	2063.0	302.0	2.0	1575.0	1537.0	358.0	854.0	2775.0	1782.0	1018.0	2354.0	1070.0	390.0	4496.0	3181.0	1704.0	6674.0	689.0	2130.0	1793.0	1530.0	1983.0	1709.0	543.0	456.0	1452.0	5471.0	5162.0	566.0	J02459.1_spikein	36000	37000	680.0	1225.0	8769.0	8179.0	980.0	907.0	1074.0	1664.0	1935.0	1234.0
J02459.1_spikein	37000	38000	2899.0	10531.0	14230.0	12028.0	1214.0	9438.0	J02459.1_spikein	37000	38000	1252.0	628.0	6768.0	1611.0	19874.0	498.0	3358.0	1164.0	0.0	37148.0	608.0	3634.0	4869.0	1214.0	843.0	1928.0	3364.0	559.0	0.0	2622.0	2620.0	592.0	1456.0	4160.0	2812.0	1379.0	3565.0	1673.0	584.0	6999.0	4342.0	2762.0	10127.0	1111.0	3425.0	2577.0	2453.0	3037.0	2539.0	825.0	634.0	2470.0	8589.0	8038.0	819.0	J02459.1_spikein	37000	38000	1145.0	1833.0	12481.0	11124.0	1541.0	1425.0	1501.0	2609.0	2825.0	1901.0
J02459.1_spikein	38000	39000	2805.0	9796.0	13265.0	11616.0	1125.0	8696.0	J02459.1_spikein	38000	39000	1215.0	551.0	5968.0	1576.0	18783.0	464.0	3127.0	1026.0	0.0	36201.0	595.0	3331.0	4611.0	1177.0	813.0	1797.0	2950.0	447.0	2.0	2499.0	2463.0	603.0	1304.0	3973.0	2436.0	1312.0	3352.0	1539.0	505.0	6607.0	4245.0	2597.0	8946.0	973.0	3164.0	2408.0	2245.0	2805.0	2405.0	882.0	613.0	2224.0	7833.0	7811.0	766.0	J02459.1_spikein	38000	39000	1087.0	1698.0	11409.0	10547.0	1432.0	1232.0	1557.0	2578.0	2907.0	1720.0
J02459.1_spikein	39000	40000	3269.0	10295.0	14406.0	13333.0	2294.0	13530.0	J02459.1_spikein	39000	40000	1382.0	670.0	8688.0	1633.0	16875.0	516.0	3097.0	1237.0	2.0	35520.0	770.0	4363.0	4502.0	1372.0	1044.0	2052.0	3212.0	556.0	0.0	2668.0	2773.0	734.0	1629.0	4200.0	3082.0	1564.0	3968.0	1657.0	682.0	8991.0	4368.0	2660.0	8979.0	1223.0	3340.0	2476.0	2636.0	2838.0	2476.0	965.0	776.0	2356.0	7469.0	7690.0	986.0	J02459.1_spikein	39000	40000	1587.0	2078.0	11700.0	10477.0	1854.0	1590.0	1916.0	2886.0	3136.0	2193.0
J02459.1_spikein	40000	41000	4511.0	14791.0	20678.0	18062.0	2767.0	17919.0	J02459.1_spikein	40000	41000	1926.0	980.0	12110.0	2436.0	24729.0	680.0	4598.0	1699.0	0.0	50670.0	1036.0	5881.0	6309.0	1925.0	1394.0	2999.0	4435.0	781.0	2.0	3887.0	3965.0	962.0	2176.0	5438.0	4333.0	2204.0	5434.0	2355.0	962.0	12561.0	6311.0	3916.0	12876.0	1825.0	4657.0	3632.0	3607.0	3919.0	3599.0	1401.0	1044.0	3366.0	10534.0	11200.0	1370.0	J02459.1_spikein	40000	41000	1969.0	2921.0	16074.0	14546.0	2532.0	2277.0	2672.0	3964.0	4252.0	3044.0
J02459.1_spikein	41000	42000	3389.0	11596.0	15918.0	13996.0	2020.0	12732.0	J02459.1_spikein	41000	42000	1361.0	725.0	8519.0	1824.0	18477.0	526.0	3232.0	1240.0	4.0	38264.0	735.0	4474.0	5018.0	1338.0	1022.0	2236.0	3510.0	625.0	0.0	2718.0	2643.0	682.0	1531.0	4296.0	3252.0	1597.0	4179.0	1760.0	649.0	9513.0	4770.0	2824.0	9623.0	1253.0	3491.0	2665.0	2669.0	2995.0	2602.0	1042.0	759.0	2558.0	7803.0	8456.0	983.0	J02459.1_spikein	41000	42000	1368.0	2108.0	12028.0	11015.0	1838.0	1635.0	1897.0	2888.0	3163.0	2331.0
J02459.1_spikein	42000	43000	3622.0	10899.0	15718.0	14199.0	2437.0	14019.0	J02459.1_spikein	42000	43000	1386.0	693.0	9289.0	1824.0	18546.0	539.0	3259.0	1247.0	0.0	37823.0	760.0	4386.0	4738.0	1515.0	1033.0	2246.0	3503.0	612.0	0.0	2818.0	2877.0	706.0	1576.0	4025.0	3196.0	1579.0	4009.0	1798.0	739.0	9405.0	4722.0	2791.0	9580.0	1321.0	3564.0	2709.0	2825.0	2982.0	2539.0	1037.0	823.0	2527.0	7602.0	8090.0	1044.0	J02459.1_spikein	42000	43000	1406.0	2039.0	11348.0	10390.0	1843.0	1574.0	2003.0	2959.0	3323.0	2160.0
J02459.1_spikein	43000	44000	2231.0	7194.0	10111.0	8696.0	1200.0	8413.0	J02459.1_spikein	43000	44000	925.0	421.0	5323.0	1076.0	12376.0	302.0	1984.0	793.0	2.0	23744.0	514.0	2727.0	3110.0	820.0	683.0	1280.0	2313.0	314.0	0.0	1804.0	1824.0	420.0	1073.0	2613.0	2070.0	1026.0	2280.0	1073.0	443.0	5293.0	3041.0	1758.0	6230.0	819.0	2170.0	1749.0	1621.0	1960.0	1694.0	614.0	455.0	1540.0	4885.0	5253.0	650.0	J02459.1_spikein	43000	44000	842.0	1334.0	7868.0	7025.0	1116.0	1057.0	1218.0	1779.0	2012.0	1366.0
J02459.1_spikein	44000	45000	4156.0	13605.0	18991.0	17090.0	3024.0	17576.0	J02459.1_spikein	44000	45000	1955.0	880.0	11767.0	2153.0	23471.0	687.0	4076.0	1738.0	6.0	48725.0	1087.0	5530.0	5848.0	1889.0	1428.0	2933.0	4349.0	763.0	0.0	3476.0	3915.0	988.0	2080.0	5390.0	3989.0	2028.0	5341.0	2192.0	891.0	12644.0	6025.0	3713.0	11571.0	1651.0	4681.0	3314.0	3356.0	3636.0	3355.0	1261.0	1009.0	2982.0	9727.0	10461.0	1330.0	J02459.1_spikein	44000	45000	1806.0	2848.0	15440.0	13666.0	2485.0	2074.0	2579.0	3945.0	4064.0	2906.0
J02459.1_spikein	45000	46000	2633.0	9276.0	13149.0	11249.0	1591.0	10179.0	J02459.1_spikein	45000	46000	1130.0	471.0	6555.0	1484.0	14825.0	412.0	2629.0	969.0	2.0	31371.0	573.0	3405.0	3966.0	1127.0	776.0	1821.0	2720.0	469.0	0.0	2303.0	2423.0	594.0	1258.0	3587.0	2514.0	1238.0	3182.0	1375.0	571.0	6968.0	3877.0	2301.0	7632.0	1125.0	2771.0	2149.0	2088.0	2361.0	2072.0	773.0	643.0	1988.0	6391.0	6779.0	807.0	J02459.1_spikein	45000	46000	1042.0	1683.0	10162.0	9097.0	1591.0	1222.0	1631.0	2575.0	2725.0	1869.0
J02459.1_spikein	46000	47000	2525.0	9164.0	12915.0	10716.0	1478.0	8529.0	J02459.1_spikein	46000	47000	1146.0	496.0	6264.0	1434.0	16829.0	471.0	2809.0	1099.0	4.0	32433.0	572.0	3315.0	4392.0	1097.0	804.0	1755.0	3000.0	435.0	0.0	2149.0	2398.0	579.0	1276.0	3523.0	2472.0	1319.0	3066.0	1395.0	621.0	6572.0	4172.0	2570.0	7836.0	1011.0	2919.0	2265.0	2129.0	2557.0	2146.0	845.0	620.0	2085.0	6997.0	7095.0	780.0	J02459.1_spikein	46000	47000	1067.0	1715.0	11310.0	9877.0	1414.0	1204.0	1473.0	2380.0	2601.0	1751.0
J02459.1_spikein	47000	48000	1609.0	6602.0	8663.0	6935.0	518.0	4947.0	J02459.1_spikein	47000	48000	768.0	315.0	3178.0	1007.0	12617.0	317.0	2145.0	713.0	2.0	23122.0	345.0	1904.0	3305.0	615.0	519.0	1070.0	2023.0	263.0	0.0	1461.0	1492.0	406.0	832.0	2618.0	1549.0	874.0	2150.0	975.0	362.0	3722.0	2866.0	1672.0	5985.0	621.0	1944.0	1785.0	1471.0	1762.0	1485.0	492.0	346.0	1373.0	5270.0	5139.0	462.0	J02459.1_spikein	47000	48000	726.0	1083.0	7894.0	7103.0	924.0	800.0	977.0	1624.0	1735.0	1081.0
